model-cv-0,0,0.24,0.1187,0.39,0.1147
model-cv-0,1,0.34,0.1135,0.43,0.1096
model-cv-0,2,0.38,0.1087,0.46,0.105
model-cv-0,3,0.42,0.1072,0.48,0.1036
model-cv-0,4,0.48,0.101,0.49,0.1017
model-cv-0,5,0.36,0.1037,0.5,0.1
model-cv-0,6,0.34,0.108,0.51,0.0992
model-cv-0,7,0.44,0.099,0.51,0.0999
model-cv-0,8,0.48,0.101,0.51,0.0992
model-cv-0,9,0.52,0.0952,0.52,0.0976
model-cv-0,10,0.44,0.106,0.52,0.0979
model-cv-0,11,0.5,0.0937,0.51,0.098
model-cv-0,12,0.44,0.0955,0.51,0.0987
model-cv-0,13,0.4,0.1109,0.52,0.099
model-cv-0,14,0.54,0.0928,0.52,0.0971
model-cv-0,15,0.54,0.0908,0.53,0.097
model-cv-0,16,0.46,0.0906,0.52,0.0965
model-cv-0,17,0.46,0.1059,0.52,0.0979
model-cv-0,18,0.44,0.099,0.52,0.0977
model-cv-0,19,0.46,0.0963,0.54,0.0954
model-cv-0,20,0.48,0.1025,0.54,0.0958
model-cv-0,21,0.54,0.0907,0.52,0.0974
model-cv-0,22,0.42,0.0955,0.53,0.0962
model-cv-0,23,0.48,0.093,0.52,0.098
model-cv-0,24,0.54,0.0966,0.53,0.0958
model-cv-0,25,0.52,0.0894,0.54,0.0958
model-cv-0,26,0.44,0.102,0.52,0.097
model-cv-0,27,0.48,0.094,0.53,0.0946
model-cv-0,28,0.52,0.0918,0.53,0.0957
model-cv-0,29,0.52,0.0883,0.53,0.0968
model-cv-0,30,0.5,0.0916,0.53,0.0953
model-cv-0,31,0.38,0.1101,0.52,0.0974
model-cv-0,32,0.56,0.0944,0.53,0.0966
model-cv-0,33,0.5,0.0941,0.53,0.0957
model-cv-0,34,0.42,0.0993,0.53,0.0962
model-cv-0,35,0.44,0.0954,0.53,0.095
model-cv-0,36,0.46,0.092,0.54,0.0951
model-cv-0,37,0.42,0.0985,0.53,0.096
model-cv-0,38,0.56,0.0933,0.53,0.0965
model-cv-0,39,0.4,0.0982,0.53,0.0966
model-cv-0,40,0.46,0.1011,0.53,0.095
model-cv-0,41,0.48,0.0937,0.54,0.0948
model-cv-0,42,0.46,0.0961,0.51,0.0975
model-cv-0,43,0.48,0.1027,0.53,0.0959
model-cv-0,44,0.42,0.1027,0.53,0.0969
model-cv-0,45,0.5,0.1014,0.54,0.0946
model-cv-0,46,0.46,0.1043,0.54,0.0954
model-cv-0,47,0.42,0.1061,0.53,0.0966
model-cv-0,48,0.46,0.0956,0.53,0.0961
model-cv-0,49,0.54,0.0937,0.54,0.095
model-cv-0,50,0.48,0.1014,0.54,0.0954
model-cv-0,51,0.5,0.1036,0.53,0.0964
model-cv-0,52,0.42,0.1013,0.53,0.0967
model-cv-0,53,0.4,0.1047,0.53,0.096
model-cv-0,54,0.42,0.1046,0.53,0.0953
model-cv-0,55,0.48,0.0959,0.54,0.0949
model-cv-0,56,0.48,0.0925,0.51,0.0978
model-cv-0,57,0.58,0.0858,0.53,0.0956
model-cv-0,58,0.54,0.0922,0.53,0.095
model-cv-0,59,0.54,0.0935,0.54,0.0939
model-cv-0,60,0.46,0.1026,0.53,0.0958
model-cv-0,61,0.52,0.0942,0.53,0.0955
model-cv-0,62,0.46,0.0954,0.54,0.0952
model-cv-0,63,0.44,0.0992,0.53,0.0962
model-cv-0,64,0.54,0.0974,0.53,0.0968
model-cv-0,65,0.48,0.0988,0.54,0.0955
model-cv-0,66,0.56,0.093,0.54,0.0948
model-cv-0,67,0.4,0.1092,0.52,0.0978
model-cv-0,68,0.44,0.1089,0.53,0.0947
model-cv-0,69,0.48,0.0951,0.53,0.0957
model-cv-0,70,0.48,0.0906,0.54,0.0942
model-cv-0,71,0.48,0.0981,0.53,0.0952
model-cv-0,72,0.5,0.0932,0.54,0.0941
model-cv-0,73,0.36,0.1072,0.54,0.0949
model-cv-0,74,0.56,0.0954,0.54,0.0957
model-cv-0,75,0.46,0.0941,0.54,0.0948
model-cv-0,76,0.52,0.0944,0.54,0.0943
model-cv-0,77,0.6,0.084,0.53,0.0962
model-cv-0,78,0.44,0.0977,0.53,0.096
model-cv-0,79,0.4,0.1086,0.53,0.0964
model-cv-0,80,0.56,0.0904,0.54,0.0954
model-cv-0,81,0.48,0.0927,0.53,0.0958
model-cv-0,82,0.42,0.1001,0.54,0.0947
model-cv-0,83,0.42,0.0977,0.54,0.0948
model-cv-0,84,0.44,0.1057,0.53,0.0948
model-cv-0,85,0.6,0.0917,0.53,0.0954
model-cv-0,86,0.56,0.0841,0.54,0.0953
model-cv-0,87,0.42,0.0931,0.54,0.0948
model-cv-0,88,0.44,0.0989,0.55,0.0941
model-cv-0,89,0.42,0.1079,0.51,0.1008
model-cv-0,90,0.4,0.1117,0.53,0.0965
model-cv-0,91,0.44,0.0968,0.52,0.0964
model-cv-0,92,0.56,0.0972,0.54,0.0947
model-cv-0,93,0.52,0.0963,0.54,0.0949
model-cv-0,94,0.44,0.0971,0.53,0.0961
model-cv-0,95,0.56,0.0896,0.54,0.0955
model-cv-0,96,0.46,0.1046,0.54,0.0951
model-cv-0,97,0.46,0.0963,0.53,0.095
model-cv-0,98,0.54,0.0861,0.53,0.0956
model-cv-0,99,0.64,0.0841,0.54,0.0956
