model-cv-0,0,0.15,0.1442,0.15,0.1363
model-cv-0,1,0.16,0.1092,0.19,0.1017
model-cv-0,2,0.18,0.0969,0.2,0.0916
model-cv-0,3,0.22,0.0885,0.22,0.0868
model-cv-0,4,0.16,0.0882,0.23,0.0845
model-cv-0,5,0.24,0.0823,0.24,0.0829
model-cv-0,6,0.17,0.0839,0.25,0.0818
model-cv-0,7,0.28,0.083,0.25,0.0812
model-cv-0,8,0.31,0.0797,0.26,0.0803
model-cv-0,9,0.28,0.0789,0.26,0.0797
model-cv-0,10,0.31,0.0776,0.27,0.0794
model-cv-0,11,0.31,0.0771,0.28,0.0785
model-cv-0,12,0.31,0.0782,0.28,0.0783
model-cv-0,13,0.31,0.0776,0.29,0.0776
model-cv-0,14,0.27,0.0781,0.29,0.0771
model-cv-0,15,0.32,0.0762,0.3,0.0767
model-cv-0,16,0.3,0.0761,0.3,0.0762
model-cv-0,17,0.34,0.0742,0.3,0.076
model-cv-0,18,0.32,0.0748,0.31,0.0755
model-cv-0,19,0.37,0.0736,0.31,0.075
model-cv-0,20,0.36,0.0748,0.32,0.0745
model-cv-0,21,0.34,0.0731,0.32,0.0742
model-cv-0,22,0.38,0.0734,0.32,0.074
model-cv-0,23,0.33,0.0741,0.33,0.0735
model-cv-0,24,0.38,0.0715,0.33,0.0731
model-cv-0,25,0.3,0.075,0.34,0.0728
model-cv-0,26,0.31,0.0743,0.34,0.0725
model-cv-0,27,0.37,0.073,0.34,0.0721
model-cv-0,28,0.38,0.0715,0.35,0.0717
model-cv-0,29,0.4,0.0723,0.35,0.0712
model-cv-0,30,0.4,0.0705,0.36,0.0708
model-cv-0,31,0.42,0.0682,0.37,0.0703
model-cv-0,32,0.41,0.0692,0.37,0.0702
model-cv-0,33,0.37,0.0705,0.38,0.0697
model-cv-0,34,0.44,0.0673,0.39,0.0688
model-cv-0,35,0.45,0.0671,0.39,0.0682
model-cv-0,36,0.44,0.0667,0.4,0.0676
model-cv-0,37,0.43,0.0676,0.41,0.0669
model-cv-0,38,0.37,0.0674,0.42,0.0664
model-cv-0,39,0.43,0.0664,0.42,0.0659
model-cv-0,40,0.45,0.0642,0.43,0.0656
model-cv-0,41,0.43,0.0673,0.43,0.0652
model-cv-0,42,0.41,0.0633,0.43,0.065
model-cv-0,43,0.42,0.0652,0.44,0.0645
model-cv-0,44,0.43,0.0628,0.44,0.0642
model-cv-0,45,0.5,0.0617,0.45,0.0639
model-cv-0,46,0.45,0.0636,0.45,0.0635
model-cv-0,47,0.48,0.0618,0.45,0.0634
model-cv-0,48,0.42,0.0634,0.46,0.0632
model-cv-0,49,0.4,0.0658,0.46,0.0629
model-cv-0,50,0.5,0.0614,0.46,0.0626
model-cv-0,51,0.47,0.0654,0.47,0.0623
model-cv-0,52,0.52,0.0614,0.47,0.0622
model-cv-0,53,0.55,0.0602,0.48,0.0619
model-cv-0,54,0.47,0.0616,0.47,0.062
model-cv-0,55,0.49,0.0609,0.47,0.0618
model-cv-0,56,0.49,0.0606,0.48,0.0614
model-cv-0,57,0.5,0.0618,0.48,0.0613
model-cv-0,58,0.54,0.0595,0.48,0.061
model-cv-0,59,0.53,0.0584,0.49,0.0608
model-cv-0,60,0.49,0.0606,0.48,0.0609
model-cv-0,61,0.56,0.0616,0.49,0.0605
model-cv-0,62,0.49,0.0611,0.49,0.0604
model-cv-0,63,0.49,0.0591,0.49,0.0605
model-cv-0,64,0.49,0.0625,0.49,0.0602
model-cv-0,65,0.55,0.0595,0.49,0.0603
model-cv-0,66,0.55,0.0578,0.5,0.06
model-cv-0,67,0.55,0.0566,0.49,0.06
model-cv-0,68,0.53,0.0605,0.5,0.0598
model-cv-0,69,0.49,0.0615,0.5,0.0596
model-cv-0,70,0.54,0.0585,0.5,0.0594
model-cv-0,71,0.48,0.0585,0.5,0.0594
model-cv-0,72,0.57,0.0552,0.5,0.0593
model-cv-0,73,0.52,0.0583,0.51,0.0589
model-cv-0,74,0.56,0.054,0.5,0.0591
model-cv-0,75,0.55,0.0562,0.5,0.0589
model-cv-0,76,0.5,0.058,0.51,0.0591
model-cv-0,77,0.61,0.056,0.51,0.0587
model-cv-0,78,0.59,0.0561,0.51,0.0587
model-cv-0,79,0.59,0.054,0.51,0.0585
model-cv-0,80,0.52,0.0566,0.51,0.0587
model-cv-0,81,0.6,0.0533,0.51,0.0584
model-cv-0,82,0.57,0.0542,0.52,0.0583
model-cv-0,83,0.62,0.0522,0.51,0.0584
model-cv-0,84,0.54,0.0556,0.51,0.0582
model-cv-0,85,0.6,0.0538,0.53,0.0578
model-cv-0,86,0.64,0.0511,0.52,0.0577
model-cv-0,87,0.58,0.0532,0.51,0.0579
model-cv-0,88,0.6,0.0512,0.52,0.0576
model-cv-0,89,0.57,0.0515,0.52,0.0578
model-cv-0,90,0.58,0.0527,0.52,0.0578
model-cv-0,91,0.57,0.0531,0.52,0.0574
model-cv-0,92,0.6,0.0536,0.52,0.0578
model-cv-0,93,0.61,0.0522,0.53,0.0573
model-cv-0,94,0.62,0.0511,0.53,0.0572
model-cv-0,95,0.63,0.0503,0.52,0.0576
model-cv-0,96,0.64,0.0496,0.53,0.057
model-cv-0,97,0.59,0.0521,0.53,0.0571
model-cv-0,98,0.63,0.0503,0.53,0.0573
model-cv-0,99,0.55,0.0521,0.53,0.0571
model-cv-1,0,0.13,0.1028,0.23,0.0879
model-cv-1,1,0.17,0.0888,0.25,0.0824
model-cv-1,2,0.3,0.0845,0.26,0.0805
model-cv-1,3,0.22,0.0823,0.27,0.0795
model-cv-1,4,0.22,0.0826,0.27,0.0793
model-cv-1,5,0.3,0.0746,0.28,0.0785
model-cv-1,6,0.26,0.0795,0.28,0.0783
model-cv-1,7,0.22,0.0803,0.28,0.078
model-cv-1,8,0.3,0.0728,0.29,0.0774
model-cv-1,9,0.35,0.0729,0.29,0.0772
model-cv-1,10,0.35,0.0743,0.29,0.0768
model-cv-1,11,0.43,0.0756,0.3,0.0765
model-cv-1,12,0.57,0.0684,0.3,0.0762
model-cv-1,13,0.3,0.076,0.31,0.0757
model-cv-1,14,0.39,0.0695,0.31,0.0755
model-cv-1,15,0.35,0.0786,0.31,0.0752
model-cv-1,16,0.3,0.0753,0.31,0.0749
model-cv-1,17,0.39,0.0727,0.32,0.0745
model-cv-1,18,0.26,0.0692,0.32,0.0743
model-cv-1,19,0.3,0.0718,0.32,0.074
model-cv-1,20,0.39,0.0708,0.33,0.0736
model-cv-1,21,0.35,0.0716,0.33,0.0733
model-cv-1,22,0.48,0.0695,0.33,0.073
model-cv-1,23,0.48,0.0683,0.34,0.0728
model-cv-1,24,0.39,0.0711,0.34,0.0724
model-cv-1,25,0.39,0.0706,0.35,0.0722
model-cv-1,26,0.43,0.0656,0.35,0.0719
model-cv-1,27,0.57,0.0653,0.35,0.0715
model-cv-1,28,0.43,0.0686,0.36,0.071
model-cv-1,29,0.35,0.0663,0.37,0.0707
model-cv-1,30,0.48,0.0646,0.37,0.0703
model-cv-1,31,0.61,0.0598,0.37,0.0701
model-cv-1,32,0.48,0.0647,0.38,0.0694
model-cv-1,33,0.61,0.058,0.38,0.0691
model-cv-1,34,0.61,0.0572,0.39,0.0686
model-cv-1,35,0.57,0.0602,0.39,0.0681
model-cv-1,36,0.52,0.0643,0.41,0.0677
model-cv-1,37,0.57,0.0581,0.41,0.067
model-cv-1,38,0.57,0.0579,0.42,0.0667
model-cv-1,39,0.61,0.0553,0.42,0.066
model-cv-1,40,0.65,0.0574,0.43,0.0656
model-cv-1,41,0.61,0.0558,0.43,0.0653
model-cv-1,42,0.52,0.0562,0.44,0.0651
model-cv-1,43,0.52,0.0534,0.44,0.0647
model-cv-1,44,0.7,0.0551,0.45,0.0643
model-cv-1,45,0.65,0.0573,0.45,0.0638
model-cv-1,46,0.65,0.0494,0.45,0.0638
model-cv-1,47,0.74,0.0507,0.46,0.0634
model-cv-1,48,0.65,0.0498,0.46,0.0632
model-cv-1,49,0.65,0.0506,0.46,0.0628
model-cv-1,50,0.78,0.0462,0.47,0.0623
model-cv-1,51,0.78,0.0439,0.47,0.0622
model-cv-1,52,0.78,0.0394,0.47,0.062
model-cv-1,53,0.74,0.0444,0.48,0.0615
model-cv-1,54,0.65,0.0443,0.48,0.0615
model-cv-1,55,0.7,0.0497,0.48,0.0613
model-cv-1,56,0.83,0.0401,0.49,0.0606
model-cv-1,57,0.91,0.0364,0.49,0.0608
model-cv-1,58,0.78,0.0395,0.49,0.0606
model-cv-1,59,0.65,0.0414,0.49,0.0606
model-cv-1,60,0.83,0.0403,0.49,0.0603
model-cv-1,61,0.78,0.0362,0.49,0.0605
model-cv-1,62,0.65,0.0393,0.49,0.0601
model-cv-1,63,0.87,0.03,0.49,0.06
model-cv-1,64,0.91,0.0301,0.5,0.0601
model-cv-1,65,0.78,0.0401,0.49,0.0599
model-cv-1,66,0.78,0.0372,0.5,0.0594
model-cv-1,67,0.78,0.029,0.5,0.0596
model-cv-1,68,0.87,0.0335,0.5,0.0596
model-cv-1,69,0.87,0.0385,0.5,0.0593
model-cv-1,70,1.0,0.0286,0.5,0.0592
model-cv-1,71,0.83,0.033,0.5,0.0593
model-cv-1,72,0.83,0.0279,0.5,0.0593
model-cv-1,73,0.96,0.0311,0.5,0.0592
model-cv-1,74,0.83,0.0305,0.5,0.0593
model-cv-1,75,0.91,0.0287,0.5,0.0591
model-cv-1,76,0.83,0.0314,0.5,0.059
model-cv-1,77,0.83,0.0313,0.5,0.0591
model-cv-1,78,0.83,0.031,0.5,0.0591
model-cv-1,79,0.87,0.0274,0.51,0.0587
model-cv-1,80,0.83,0.0331,0.51,0.0589
model-cv-1,81,0.91,0.0302,0.5,0.0591
model-cv-1,82,0.87,0.0257,0.5,0.0586
model-cv-1,83,0.91,0.0251,0.51,0.0588
model-cv-1,84,0.96,0.0224,0.51,0.059
model-cv-1,85,0.96,0.0217,0.51,0.059
model-cv-1,86,0.96,0.0234,0.51,0.059
model-cv-1,87,0.96,0.0194,0.51,0.0589
model-cv-1,88,0.96,0.0196,0.51,0.0589
model-cv-1,89,1.0,0.0231,0.51,0.0588
model-cv-1,90,0.91,0.025,0.51,0.0588
model-cv-1,91,0.96,0.0216,0.51,0.0586
model-cv-1,92,0.78,0.0292,0.51,0.0591
model-cv-1,93,0.91,0.0212,0.51,0.0587
model-cv-1,94,0.83,0.0245,0.51,0.0585
model-cv-1,95,0.96,0.0208,0.51,0.0588
model-cv-1,96,0.83,0.0262,0.51,0.0588
model-cv-1,97,0.96,0.0211,0.52,0.0589
